date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2016-05-09,100,0,0,0,0,0,1,0,-100,0,0,100,0,0,0,0,-86,0,50,100,0,0,0,100,0,100,0,0,0
2016-05-10,0,100,-58,-94,-62,0,-48,100,100,-100,0,0,0,0,1,0,0,0,39,0,100,0,100,-36,0,0,0,-100,-61
2016-05-11,0,-57,100,-100,0,0,-18,100,100,78,-78,0,0,0,100,0,0,0,100,-55,-100,0,-100,-84,0,0,0,-100,-9
2016-05-12,-25,-100,0,100,-5,100,-48,-23,100,0,-49,0,0,0,0,-42,0,0,76,-78,-100,100,0,-100,0,0,0,0,-66
2016-05-13,100,-31,100,-42,0,94,-48,-100,-100,-35,100,-38,0,0,0,-64,100,14,-100,-72,32,-94,100,-100,6,-94,85,-100,-95
2016-05-16,100,0,-82,100,0,0,1,-40,100,0,0,0,0,0,0,-45,-100,-14,100,-100,-72,100,-100,100,67,100,1,100,0
2016-05-17,0,0,0,-100,100,-100,0,0,0,100,-37,28,0,0,-100,-39,0,0,100,-6,-34,0,0,0,0,0,1,-71,100
2016-05-18,-32,-75,-38,100,-100,-3,100,-100,-100,100,-3,11,0,0,56,22,0,82,34,20,-7,-100,99,-100,-73,-6,-36,40,-86
2016-05-19,60,-99,79,-19,0,-30,-100,84,-100,-27,0,87,0,0,0,-22,0,0,0,100,-21,-9,-40,37,0,100,80,-7,100
2016-05-20,0,0,-67,100,100,-61,-100,89,-21,-22,-100,100,0,0,40,0,0,-82,-65,-90,0,0,-1,100,0,-100,100,-15,100
2016-05-23,-90,100,-100,100,0,0,-100,0,100,-100,0,-31,0,0,100,0,0,74,-78,0,-25,-38,-24,-28,0,0,2,0,-100
2016-05-24,1,-100,-99,-100,0,0,100,-10,100,53,-75,-100,0,0,-4,0,0,-46,100,-45,100,100,-34,0,100,-25,100,100,-73
2016-05-25,-100,100,100,0,-76,0,-60,0,-100,-25,-100,-100,0,1,-45,100,0,100,100,100,-100,-3,100,-100,0,0,5,100,-82
2016-05-26,-100,100,31,0,0,0,-100,-100,-100,100,100,0,0,-1,0,-74,0,100,-58,0,100,-15,0,-100,-69,-100,92,100,-82
2016-05-27,-100,66,-100,-20,14,0,98,100,-100,-100,100,-42,0,0,39,-26,0,-74,-67,-37,55,100,12,-7,-31,38,-100,-100,-100
2016-05-31,100,-100,-18,100,0,1,-98,-5,-7,86,0,0,0,0,-100,0,0,-34,100,1,-57,-22,-5,100,0,100,100,100,0
2016-06-01,32,69,46,-62,-38,-1,24,-100,0,-100,100,-57,6,100,-68,100,59,-42,-100,-100,73,-100,44,-100,10,-100,-19,100,-14
2016-06-02,94,-100,30,39,0,0,100,0,0,100,-31,77,31,64,-19,87,-7,-78,-100,-12,72,-86,38,100,-10,-100,100,100,-90
2016-06-03,100,100,100,100,0,0,83,58,0,-3,11,-12,-23,-100,0,-54,-52,0,-22,100,-100,-18,0,-13,0,0,100,-2,78
2016-06-06,100,4,100,-87,5,19,100,-100,2,-94,54,-54,-14,-49,0,-12,0,0,-87,62,70,0,-100,-50,0,-19,-100,-63,-12
2016-06-07,61,-100,100,-100,-5,100,19,-24,76,91,100,29,0,-15,0,-68,0,18,-100,100,17,0,34,100,56,100,100,51,-100
2016-06-08,100,-51,0,100,0,-100,100,0,-78,0,-100,85,0,100,0,-53,0,96,-33,-91,0,0,0,100,-13,100,100,0,-55
2016-06-09,-52,100,-6,-75,0,25,71,100,100,-57,90,-100,0,-49,12,77,0,-100,31,-100,-100,0,-53,32,-43,-100,-100,-24,-18
2016-06-10,0,70,0,0,0,0,1,-100,-16,0,100,0,0,0,-9,-30,0,0,100,-80,-100,0,-70,0,0,100,100,0,-79
2016-06-13,1,0,-56,41,0,0,100,0,-84,-23,-6,-57,0,0,93,-47,100,-14,0,-99,-30,0,0,-8,100,-70,100,-100,100
2016-06-14,0,0,100,0,0,100,-74,0,0,-86,60,0,0,0,0,0,100,100,0,0,0,0,0,0,-63,-100,-100,-31,0
2016-06-15,100,-5,-49,-66,0,100,100,2,94,0,-50,41,0,-2,0,0,61,-100,0,0,0,0,0,0,45,-41,-100,100,-100
2016-06-16,66,-6,-35,-2,0,-73,-52,41,-74,-100,74,-11,25,-40,-38,0,7,0,-57,0,16,0,0,87,-36,-35,25,-18,100
2016-06-17,-87,0,0,0,0,-36,0,100,-5,-48,-10,-54,-6,-9,-11,0,-100,0,100,100,0,0,0,95,-46,100,0,100,0
2016-06-20,100,-29,1,100,0,0,-75,-85,-15,0,0,100,0,0,-47,0,0,0,0,-20,-16,0,0,0,0,0,-82,0,-22
2016-06-21,36,5,-62,23,0,18,-86,23,81,-100,-67,-47,-19,100,0,0,-88,100,-3,-59,0,94,0,-100,24,97,100,56,-53
2016-06-22,-100,0,100,100,0,-82,-100,14,-81,-33,0,55,0,100,0,61,-80,-100,47,-21,49,-10,0,-100,68,97,1,0,-100
2016-06-23,0,-58,0,-100,0,0,-100,100,0,100,-7,0,0,0,0,-37,1,30,0,0,100,-55,100,0,-92,100,-79,-24,0
2016-06-24,-100,100,0,0,0,0,-100,-100,1,6,0,100,0,-100,0,0,0,-30,-76,0,80,100,0,-100,100,-75,79,-33,-20
2016-06-27,-97,0,-37,73,57,69,-100,49,-1,-100,100,10,0,-16,0,0,-1,0,-52,0,-100,-100,1,0,100,-73,0,-62,-4
2016-06-28,0,0,-100,93,-57,0,0,-100,0,-97,0,0,0,-84,0,-24,0,0,0,0,100,100,-38,100,0,100,0,-24,-14
2016-06-29,-92,-100,35,-4,0,-24,-95,0,100,0,100,0,0,0,100,0,80,100,-100,97,-100,-7,100,0,-100,-32,0,-52,0
2016-06-30,0,-75,0,100,100,-80,0,0,100,100,2,-5,0,0,-25,0,0,-17,-22,-97,0,0,-100,-26,-56,-27,100,-67,100
