date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2017-05-03,0,0,-68,-90,100,100,0,-1,-98,100,0,0,0,-1,0,-72,100,0,51,1,-30,-100,1,0,-40,0,0,-100,100
2017-05-04,1,-100,0,-86,0,-100,100,100,-30,-11,100,95,-29,0,63,-3,100,-58,-64,-41,100,0,62,32,0,58,-61,78,-35
2017-05-05,-1,-21,0,0,-100,-42,-39,100,100,-7,-100,100,0,100,-7,49,61,-67,-100,-100,16,0,54,70,-35,15,25,100,62
2017-05-08,0,-100,100,0,0,-59,-24,100,0,69,0,-23,0,1,0,-47,-100,0,-48,0,0,0,0,100,0,0,-10,0,0
2017-05-09,0,0,0,0,0,37,0,0,-28,100,-64,-12,0,2,-56,-2,-1,-100,0,-59,89,0,-17,-100,100,0,-19,100,-70
2017-05-10,0,-60,-100,45,0,-37,100,-100,100,-46,100,-33,2,-27,0,91,-100,-100,-37,0,-94,0,100,-4,28,-26,-37,100,100
2017-05-11,0,-100,0,31,0,0,-63,100,66,-54,-100,13,73,-76,5,48,-60,95,100,0,-55,0,100,-22,-100,-89,100,15,-100
2017-05-12,0,0,0,0,0,0,1,100,100,-2,-44,-3,0,0,-5,-100,0,49,100,0,-34,0,100,0,-28,-100,-12,1,-100
2017-05-15,0,100,0,0,0,0,100,-35,-22,-46,68,-32,0,100,0,-39,100,-32,0,0,0,0,0,0,0,-7,0,-100,1
2017-05-16,0,-16,0,0,0,0,1,100,100,-100,-89,-95,-75,100,0,0,-32,100,0,0,-22,0,100,81,0,0,100,70,-37
2017-05-17,0,-100,100,100,0,0,0,0,-100,15,0,0,0,0,0,0,0,100,-100,0,0,100,-10,0,0,0,0,-12,-46
2017-05-18,0,-801,-100,-176,0,0,-176,-2171,-468,-1078,-76,-86,0,-200,0,0,-68,-382,-1307,0,0,-100,-746,-157,0,-442,-637,-784,-371
2017-05-19,0,100,0,0,57,0,41,32,100,56,0,0,36,0,0,3,58,74,0,0,0,66,54,0,0,0,0,0,43
2017-05-22,0,-41,25,0,-15,0,-41,59,19,100,0,0,61,77,0,-3,-22,31,54,100,0,100,67,0,0,23,100,0,45
2017-05-23,0,-59,-25,24,99,0,0,72,89,-66,0,1,100,-24,0,0,-36,100,100,100,0,-3,56,99,0,-23,54,0,-16
2017-05-24,0,31,41,-7,28,0,0,100,-1,100,61,-1,-24,62,0,0,13,-40,-58,100,0,-100,23,15,4,63,61,0,-72
2017-05-25,0,-31,-41,-17,37,0,0,-74,100,100,-61,0,100,88,100,0,-13,82,-39,68,0,-63,100,45,-4,-20,-2,0,69
2017-05-26,0,0,0,0,-100,0,64,100,51,100,0,75,70,100,99,0,76,75,-57,45,0,0,100,-100,0,-30,-100,0,100
2017-05-30,0,77,0,7,-68,0,29,22,100,-57,0,-75,-100,58,-3,29,-65,-61,100,-26,0,0,100,100,0,-13,100,0,-18
2017-05-31,0,100,0,61,-38,0,1,-39,100,100,5,0,100,-66,-86,-29,-11,86,25,100,0,0,100,23,0,100,-100,0,85
2017-06-01,0,58,0,-31,0,0,-78,5,94,10,-5,0,100,-100,-100,22,9,-100,100,38,38,0,100,-3,6,-100,-100,0,-5
2017-06-02,0,58,2,20,0,0,100,96,63,100,0,0,100,22,77,-22,-9,100,100,100,-38,0,100,-100,77,100,100,0,-70
2017-06-05,6,-92,-2,14,0,0,-67,100,67,-5,35,0,100,-100,-25,0,0,60,63,74,0,0,100,100,19,41,-100,0,31
2017-06-06,-6,95,0,43,0,0,100,100,60,100,-35,0,-1,-52,8,78,0,-14,100,56,0,0,100,-47,30,44,-13,0,100
2017-06-07,0,-100,0,100,100,0,-57,-83,100,100,0,0,92,-65,-10,-78,0,29,100,100,0,26,-66,-51,49,72,0,15,100
2017-06-08,0,61,100,75,-63,0,-2,100,95,100,0,0,100,0,100,0,24,-84,100,100,0,-18,100,100,-56,-39,37,17,38
2017-06-09,100,100,-100,28,-30,0,-45,100,15,100,0,0,100,0,88,0,-24,100,-33,100,0,-8,100,100,37,-77,-37,-32,-100
2017-06-12,-99,-61,0,100,-7,0,100,83,100,-5,0,0,-98,0,100,0,0,12,100,100,0,0,100,100,40,-100,33,0,95
2017-06-13,-1,-76,89,-38,0,0,63,-3,-100,100,0,85,100,100,-100,0,0,0,0,100,0,0,100,-5,24,-41,-15,0,-37
2017-06-14,73,-100,-89,-82,0,52,-30,-100,-87,100,0,-85,64,-84,62,0,0,-85,-78,69,100,0,98,-20,-100,13,-18,74,-59
2017-06-15,-73,-40,0,-16,100,-52,100,100,92,100,0,0,100,81,-42,0,0,45,14,54,-42,0,41,-27,-68,91,0,-74,-28
2017-06-16,0,100,0,46,-100,0,-36,2,0,-62,0,0,100,0,0,0,0,0,0,-54,-12,0,0,0,0,-79,0,0,100
2017-06-19,0,0,0,0,0,0,100,0,-100,0,0,0,-49,-83,-27,0,0,0,100,1,0,0,100,0,-58,0,0,43,0
2017-06-20,0,-100,0,-18,1,0,-55,-46,0,100,100,0,59,-14,-100,0,100,-100,0,0,-46,100,-74,-22,0,100,100,-43,0
2017-06-21,0,-80,0,-100,-1,41,-100,-83,-48,-81,-100,0,37,0,-100,0,-100,100,-22,9,58,100,73,-100,0,-47,60,0,100
2017-06-22,100,1,0,100,0,0,-64,100,0,35,0,0,100,0,-41,0,0,0,100,0,-58,-100,100,100,0,0,-100,0,-34
2017-06-23,-58,78,0,0,0,-41,-50,-100,0,-23,100,0,-100,0,0,0,2,0,100,-18,0,-100,-17,0,0,0,-40,0,-44
2017-06-26,-42,100,0,-76,0,0,1,-100,74,-21,100,0,0,0,0,0,1,-100,-5,0,0,0,0,0,0,0,0,0,100
2017-06-27,0,-31,0,-71,0,0,-74,0,100,-35,-32,0,0,100,100,0,0,-88,100,-21,0,0,0,0,0,30,-20,0,-6
2017-06-28,0,23,0,89,0,0,0,-49,0,-68,-100,0,-100,-79,100,0,2,0,-33,-100,0,0,100,100,0,-18,0,0,100
2017-06-29,2,74,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-5,0,0,0,0,0,-83,0,0,-32,0,100,0
2017-06-30,0,-92,0,-100,0,0,92,0,100,0,0,0,-12,-21,100,0,1,-51,100,89,0,0,-93,27,0,0,100,-73,0
